#Query	Sbjct	Coverage	Percent_Identity
Wickerhamomyces.canadensis.D31785_cob_genbank	NODE_38_length_26805_cov_463.564202	93.0	81.591
Wickerhamomyces.canadensis.D31785_cob_genbank	NODE_38_length_26805_cov_463.564202	93.0	83.705
Wickerhamomyces.canadensis.D31785_cox1_genbank	NODE_38_length_26805_cov_463.564202	85.0	75.323
Wickerhamomyces.canadensis.D31785_cox1_genbank	NODE_38_length_26805_cov_463.564202	85.0	78.343
Wickerhamomyces.canadensis.D31785_cox2_genbank	NODE_38_length_26805_cov_463.564202	83.0	78.469
Wickerhamomyces.mucosus.KC993197_cob_genbank	NODE_38_length_26805_cov_463.564202	86.0	80.0
Wickerhamomyces.mucosus.KC993197_cob_genbank	NODE_38_length_26805_cov_463.564202	86.0	79.287
Wickerhamomyces.mucosus.KC993197_cox1_genbank	NODE_38_length_26805_cov_463.564202	77.0	76.216
Wickerhamomyces.mucosus.KC993197_cox1_genbank	NODE_38_length_26805_cov_463.564202	77.0	76.062
Wickerhamomyces.mucosus.KC993197_cox2_genbank	NODE_38_length_26805_cov_463.564202	90.0	81.268
Wickerhamomyces.mucosus.KC993197_cox3_genbank	NODE_38_length_26805_cov_463.564202	81.0	70.839
Wickerhamomyces.pijperi.KC993192_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	77.067
Wickerhamomyces.pijperi.KC993192_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	76.322
Wickerhamomyces.pijperi.KC993192_cox1_genbank	NODE_38_length_26805_cov_463.564202	76.0	74.595
Wickerhamomyces.pijperi.KC993192_cox1_genbank	NODE_38_length_26805_cov_463.564202	76.0	75.05
Wickerhamomyces.pijperi.KC993192_cox2_genbank	NODE_38_length_26805_cov_463.564202	85.0	77.605
Yarrowia.alimentaria.FR877633_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	71.329
Yarrowia.alimentaria.FR877633_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	74.771
Yarrowia.deformans.FR877635_nad4_genbank	NODE_38_length_26805_cov_463.564202	71.0	74.412
Yarrowia.lipolytica.NC_002659_cob_genbank	NODE_38_length_26805_cov_463.564202	84.0	79.066
Yarrowia.lipolytica.NC_002659_cob_genbank	NODE_38_length_26805_cov_463.564202	84.0	75.253
Yarrowia.phangngaensis.FR877634_cox1_genbank	NODE_38_length_26805_cov_463.564202	75.0	74.259
Yarrowia.phangngaensis.FR877634_cox1_genbank	NODE_38_length_26805_cov_463.564202	75.0	72.917
Zygosaccharomyces.mellis.KU920675_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	82.94
Zygosaccharomyces.mellis.KU920675_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	79.43
Zygosaccharomyces.mellis.KU920675_cox1_genbank	NODE_38_length_26805_cov_463.564202	78.0	78.261
Zygosaccharomyces.mellis.KU920675_cox1_genbank	NODE_38_length_26805_cov_463.564202	78.0	80.364
Zygosaccharomyces.mellis.KU920675_cox2_genbank	NODE_38_length_26805_cov_463.564202	96.0	79.433
Zygosaccharomyces.mellis.KU920675_cox3_genbank	NODE_38_length_26805_cov_463.564202	76.0	72.956
Zygosaccharomyces.parabailii.CP019506_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	79.69
Zygosaccharomyces.parabailii.CP019506_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	79.234
Zygosaccharomyces.parabailii.CP019506_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	76.611
Zygosaccharomyces.parabailii.CP019506_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	78.788
Zygosaccharomyces.parabailii.CP019506_cox2_genbank	NODE_38_length_26805_cov_463.564202	87.0	80.156
